Name,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pHsulphates,alcohol,quality
Mâcon-Lugny Les Genievres 2018,0.21,0.38,6.8,0.036,64.0,245.0,0.9951,3.06,0.36,9.3,6
Chardonnay (Reserva) 2019,0.47,0.16,5.9,0.048,14.0,125.0,0.99428,3.09,0.49,9.8,5
Riesling Alsace Grand Cru 'Kitterlé' 2017,0.27,0.18,7.7,0.048,45.0,186.0,0.9962,3.23,0.47,9.0,5
Siefersheim Porphyr Riesling 2018,0.965,0.6,65.8,0.074,8.0,160.0,1.03898,3.39,0.69,11.7,6
Gewürztraminer 2019,0.31,0.46,5.0,0.04,3.0,29.0,0.9906,3.04,0.53,12.5,4
Verdejo Rueda 2019,0.4,0.24,5.1,0.036,43.0,131.0,0.99186,3.24,0.44,11.3,6
Bianco di Custoza Superiore Cà del Magro 2017,0.29,0.28,8.3,0.026,27.0,107.0,0.99308,3.36,0.37,11.0,6
Chardonnay 2017,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,3.15,0.46,10.0,7
Riesling Alsace Sélection de Vieilles Vignes 2016,0.35,0.49,1.0,0.036,14.0,56.0,0.992,2.96,0.33,10.5,4
Chardonnay 2019,0.21,0.35,2.5,0.04,41.0,186.0,0.99128,3.32,0.56,12.5,6
Chassagne-Montrachet 1er Cru Morgeot Monopole Clos de La Chapelle Blanc 2016,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,6
Pinot Gris Grand Premier Cru 2016,0.24,0.41,1.3,0.036,42.0,118.0,0.99018,3.04,0.64,11.75,6
Tradition Grüner Veltliner 2017,0.18,0.46,13.6,0.052,38.0,118.0,0.998,3.15,0.5,10.0,6
Semis Bianco 2015,0.28,0.27,17.5,0.045,48.0,253.0,1.00014,3.02,0.56,9.1,6
Riesling Alsace Grand Cru 'Geisberg' 2013,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,4
Gavi 2018,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45,9.4,6
Sauvignon Blanc 2017,0.22,0.3,13.6,0.055,50.0,180.0,0.9984,3.44,0.39,9.8,5
Reserve Sauvignon Blanc 2017,0.24,0.34,7.5,0.048,29.0,152.0,0.9962,3.1,0.54,9.0,5
Mâcon-Milly-Lamartine 2017,0.31,0.5,14.5,0.059,6.0,148.0,0.9983,2.94,0.44,9.1,5
Calaventana Alcamo 2017,0.34,0.34,12.6,0.048,7.0,41.0,0.9942,3.19,0.4,11.7,5
Piesporter Goldtröpfchen Riesling Trocken 2017,0.19,0.32,2.8,0.046,18.0,80.0,0.99043,2.92,0.47,11.05,6
Zeltinger Sonnenuhr Riesling Spätlese 2016,0.14,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1,6
Chardonnay Penedès 3055 2019,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,7
Signature Blanc 2019,0.2,0.37,16.95,0.048,43.0,190.0,0.9995,3.03,0.42,9.2,6
Alte Reben Riesling 2018,0.32,0.24,4.1,0.051,34.0,149.0,0.99306,3.36,0.52,11.0,5
Premium Chardonnay 2016,0.33,0.32,1.0,0.041,39.0,120.0,0.99004,3.06,0.37,12.2,6
Louis Mel Sauvignon Blanc 2017,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6
Riesling Trocken 2016,0.41,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,4
Obvius Bianco 2017,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,6
Petrara Verdicchio di Matelica 2018,0.24,0.3,2.0,0.033,28.0,92.0,0.99225,3.39,0.69,10.9,7
Sauvignon Blanc 2018,0.46,0.08,4.9,0.046,34.0,144.0,0.99445,3.1,0.56,10.0,5
Fransola 2018,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6
Three Terraces Waihopai Sauvignon Blanc 2017,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,6
Berg Rottland Riesling 2016,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8
Alte Reben Riesling Trocken 2019,0.61,0.12,1.3,0.009,65.0,100.0,0.9874,3.26,0.37,13.5,5
Barrique Sauvignon Blanc 2015,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,4
Santigaìni 2015,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5
Metis Pascal Jolivet Sauvignon Blanc 2016,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4,11.6,6
Indian Wells Chardonnay 2017,0.38,0.42,11.8,0.041,32.0,193.0,0.99624,3.04,0.49,10.0,6
Sauvignon Blanc 2019,0.37,0.46,12.0,0.042,61.0,210.0,0.997,3.17,0.59,9.7,6
Grauburgunder Trocken 2019,0.22,0.3,8.2,0.047,42.0,207.0,0.9966,3.33,0.46,9.5,6
Cuvée Verdejo 2016,0.28,0.42,14.4,0.04,49.0,173.0,0.9994,3.28,0.82,9.0,7
Lorch Riesling 2016,0.31,0.22,13.3,0.048,46.0,212.0,0.99942,3.47,0.59,10.0,5
Greco Di Tufo 2019,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8
Rubrica Branco 2014,0.22,0.34,5.0,0.032,36.0,93.0,0.99012,3.27,0.36,13.5,7
Benchmark Chardonnay 2017,0.22,0.32,7.2,0.028,15.0,83.0,0.993,3.13,0.55,10.9,8
Adènzia Bianco 2018,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46,9.1,5
La Trucha Albariño 2019,0.34,0.49,1.5,0.027,26.0,126.0,0.99,3.3,0.33,12.2,7
Terre Bianche Torbato Alghero 2018,0.25,0.45,2.3,0.045,40.0,118.0,0.99064,3.16,0.48,11.9,7
Ried Steinriegl Gelber Muskateller 2018,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,7
Sancerre Blanc 2017,0.08,0.33,1.9,0.028,23.0,93.0,0.991,3.34,0.7,12.0,7
Bockstein Ockfen Riesling Kabinett 2018,0.31,0.24,1.6,0.032,10.0,67.0,0.9924,3.08,0.47,10.5,5
Chardonnay 2018,0.34,0.44,6.5,0.027,47.0,126.0,0.99124,2.96,0.37,12.5,6
Baron Salvadori Chardonnay Riserva 2016,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,3.26,0.54,9.1,5
Maganza Zibibbo 2018,0.42,0.46,8.4,0.05,58.0,180.0,0.99495,3.18,0.46,9.7,6
Réserve Spéciale Chardonnay 2018,0.29,0.25,10.6,0.039,32.0,120.0,0.9962,3.31,0.34,10.1,6
White Blend 2017,0.14,0.36,8.8,0.026,13.0,60.0,0.9956,3.13,0.35,11.05,5
Classic Series Sauvignon Blanc - Chardonnay 2017,0.22,0.31,5.6,0.049,24.0,97.0,0.993,3.1,0.42,10.9,5
Felseneck Riesling GG 2016,0.26,0.31,1.6,0.04,39.0,173.0,0.9918,3.19,0.51,11.4,6
Miss Lucy White Blend 2019,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,6
Sauvignon Blanc 2019,0.19,0.37,9.7,0.032,17.0,50.0,0.9932,3.08,0.66,12.0,6
Tenuta Regaleali Chardonnay Vigna San Francesco 2017,0.25,0.32,12.2,0.041,43.0,127.0,0.99524,3.23,0.53,10.4,7
Blanco 2018,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7
Bertesca Vernaccia di San Gimignano 2017,0.31,0.26,2.2,0.051,28.0,167.0,0.9926,3.37,0.47,10.4,6
Saarburger Rausch Riesling Auslese 2018,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,5
Gamlitzer Sauvignon Blanc 2018,0.52,0.49,14.0,0.034,37.0,156.0,0.9958,3.14,0.38,11.8,7
Reserve Sauvignon Blanc 2018,0.31,0.23,3.3,0.052,34.0,113.0,0.99429,3.16,0.48,8.4,5
Aulerde Riesling GG 2016,0.615,0.04,0.8,0.032,8.0,50.0,0.99036,3.14,0.4,11.0,4
Riesling Trocken 2018,0.32,0.34,7.7,0.044,63.0,212.0,0.99526,3.22,0.48,9.7,6
Baccaro Grillo 2018,0.18,0.28,9.8,0.039,29.0,113.0,0.99406,3.11,0.45,10.9,7
Zieregg Sauvignon Blanc 2016,0.43,0.28,12.0,0.056,23.0,174.0,0.9986,3.31,0.55,9.3,5
Riesling 2016,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,3.3,0.84,11.9,8
Vernaccia di San Gimignano Blanco 2018,0.36,0.28,2.5,0.035,18.0,73.0,0.98868,3.1,0.47,12.8,7
Scharzhofberger Riesling Auslese 2018,0.27,0.45,1.3,0.048,8.0,72.0,0.9944,3.08,0.61,10.3,4
Sauvignon Blanc 2019,0.36,0.27,6.3,0.028,40.0,132.0,0.99186,3.37,0.4,11.6,6
Dajoar Riesling 2018,0.2,0.41,2.1,0.054,24.0,166.0,0.9948,3.48,0.62,10.5,6
Johannisberger Riesling Trocken 2017,0.34,0.31,5.2,0.032,36.0,140.0,0.99166,3.35,0.47,12.3,7
K-Naia 2019,0.22,0.26,1.5,0.04,32.0,172.0,0.99194,3.27,0.48,11.2,6
Liebfraumilch 2018,0.16,0.35,1.6,0.039,24.0,147.0,0.9935,2.96,0.36,10.0,5
Wachstum Bodenstein Riesling 2016,0.34,0.2,1.0,0.053,26.0,112.0,0.99336,3.32,0.55,9.1,5
Sémillon - Chardonnay 2018,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,5
Les Grands Calcaires Cotes du Rhône 2017,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7
La Cala Vermentino di Sardegna 2019,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,6
Belleruche Côtes-du-Rhône Blanc 2019,0.22,0.35,5.5,0.043,21.0,114.0,0.9938,3.3,0.53,10.7,7
Südtiroler Sauvignon Porphyr & Kalk 2018,0.33,0.28,1.1,0.038,30.0,110.0,0.9917,3.12,0.42,10.5,6
Dalila Riserva 2016,0.18,0.26,1.4,0.044,46.0,89.0,0.99256,3.39,0.48,10.7,7
Summercourt Chardonnay 2019,0.39,0.54,1.4,0.157,34.0,132.0,0.99449,3.11,0.53,9.0,6
Silvaner Trocken 2016,0.18,0.39,14.5,0.051,48.0,156.0,0.99947,3.35,0.78,9.1,5
Schaapenberg Vineyard Reserve Sauvignon Blanc 2017,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,3.36,0.48,9.6,7
Kerner Carned 2018,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7
Châteauneuf-du-Pape Blanc 2017,0.43,0.3,6.6,0.025,15.0,138.0,0.99126,3.18,0.46,12.6,6
Pinot Gris 2016,0.34,0.27,2.6,0.024,20.0,105.0,0.9906,3.4,0.67,12.2,7
Sauvignon Blanc I 2017,0.26,0.27,1.5,0.04,19.0,114.0,0.99295,3.36,0.62,10.5,6
Sancerre Blanc 2017,0.3,0.32,1.6,0.037,23.0,124.0,0.9919,2.93,0.33,11.0,6
Riesling Trocken 2018,0.32,0.61,11.8,0.041,66.0,188.0,0.99794,3.0,0.54,9.3,5
Doss Chardonnay 2018,0.6,0.12,1.8,0.05,11.0,76.0,0.99268,3.42,0.48,10.4,4
Mineral Riesling Trocken 2016,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5,6
Pettenthal Riesling GG 2017,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6
Sauvignon 2019,0.31,0.34,7.4,0.059,36.0,174.0,0.9963,3.46,0.62,11.1,7
Chardonnay - Terret 2018,0.47,0.34,8.9,0.043,31.0,172.0,0.9964,3.22,0.6,9.2,5
Alte Reben Riesling Trocken 2019,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,5
The First Lady Chardonnay 2019,0.38,0.29,4.9,0.021,38.0,113.0,0.99026,3.08,0.48,13.0,7
Weissburgunder Trocken 2018,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32,11.7,8
Regaleali Bianco Sicilia 2018,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,2.89,0.5,10.6,5
Fiano Di Avellino Radici 2018,0.19,0.33,1.6,0.043,63.0,149.0,0.9925,3.44,0.52,10.8,5
Chardonnay 2015,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,6
Blanco 2018,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,0.68,9.4,4
Spitfire Sauvignon Blanc (Small Parcels) 2017,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,8
St. Andrews Chardonnay 2016,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,7
Riesling Trocken Brauneberger Juffer Sonnenuhr GG 2018,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,0.5,9.6,5
Sharis 2019,0.24,0.18,1.3,0.046,9.0,62.0,0.994,3.38,0.47,10.1,4
RS Grauburgunder 2017,0.23,0.32,8.6,0.046,47.0,159.0,0.99452,3.08,0.52,10.5,6
SL Riesling Kabinett Trocken 2016,0.17,0.28,1.8,0.042,62.0,178.0,0.99204,3.15,0.42,10.2,5
Friulano 2017,0.24,0.22,10.7,0.042,26.0,81.0,0.9954,2.86,0.36,9.7,6
Chardonnay 2016,0.28,0.44,7.1,0.048,49.0,179.0,0.99528,3.15,0.48,9.2,5
Gavi del Comune di Gavi 2019,0.34,0.3,4.7,0.029,34.0,148.0,0.99165,3.36,0.49,12.3,7
Prestige Blanc 2018,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,4
Sauvignon Blanc 2019,0.52,0.06,2.7,0.052,30.0,79.0,0.9932,3.32,0.43,9.3,5
Pettenthal Riesling GG 2016,0.32,0.5,10.7,0.047,57.0,206.0,0.9968,3.08,0.6,9.4,5
Silvaner Trocken 2019,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4,4
Verdeo Verdejo 2018,0.21,0.25,1.1,0.035,26.0,81.0,0.9902,3.31,0.52,11.4,6
Guardiani di Aralto 2017,0.41,0.24,14.0,0.048,24.0,113.0,0.9982,3.44,0.53,9.8,6
Olli 2018,0.22,0.28,1.1,0.034,47.0,90.0,0.98862,3.22,0.38,12.6,6
Verdeca Salento Petraluce 2018,0.29,0.33,0.9,0.041,20.0,117.0,0.99048,3.21,0.5,11.4,5
Escherndorfer Lump Riesling S. 2018,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8
Domaine Sainte Claire Chablis 2018,0.24,0.34,4.7,0.04,43.0,161.0,0.9935,3.2,0.59,10.6,6
Appius 2013,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,6
Riesling Feinherb 2017,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5
Lesca Chardonnay 2018,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5
Arneis Langhe Blangé 2018,0.43,0.3,1.5,0.05,7.0,175.0,0.9951,3.11,0.45,9.7,4
Sauvignon Stern 2018,0.26,0.26,2.0,0.019,23.5,72.0,0.99041,3.16,0.47,11.8,6
Therese Sauvignon Blanc 2018,0.36,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,6
Vom Schiefer 2018,0.21,0.34,1.1,0.046,25.0,80.0,0.992,3.25,0.4,11.3,6
Gavi del Comune di Gavi 2019,0.19,0.58,16.65,0.049,48.0,181.0,1.0006,3.2,0.62,9.1,6
Tenuta Guado al Tasso Vermentino Bolgheri 2019,0.59,0.38,1.6,0.066,34.0,182.0,0.9968,3.23,0.38,8.5,3
Riesling Alsace Grand Cru 'Schlossberg' 2014,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,9.9,6
Chardonnay 2017,0.18,0.46,1.4,0.064,37.0,160.0,0.9924,3.37,0.45,11.1,5
Gamlitzer Morillon 2017,0.28,0.27,2.1,0.036,42.0,121.0,0.9926,3.42,0.49,10.8,7
Mantele Sauvignon 2017,0.21,0.34,1.4,0.049,36.0,112.0,0.99091,3.02,0.5,11.0,6
Felino Chardonnay 2018,0.33,0.36,2.1,0.034,19.0,125.0,0.99166,2.96,0.98,12.7,6
Roero Arneis 2019,0.28,0.39,1.4,0.036,15.0,115.0,0.9918,3.27,0.72,11.7,5
Châteauneuf-du-Pape Les Sinards Blanc 2017,0.39,0.39,11.1,0.034,25.0,204.0,0.99616,3.05,0.52,10.0,6
Riesling Trocken 2018,0.16,0.26,7.3,0.047,30.0,220.0,0.99622,3.38,0.58,10.1,6
Geheimrat J Riesling Trocken 2015,0.18,0.31,6.5,0.029,53.0,160.0,0.99276,3.03,0.38,10.9,6
Kalk & Stein 2018,0.21,0.28,8.7,0.045,37.0,222.0,0.9954,3.25,0.54,10.4,6
Riesling Trocken 2017,0.18,0.3,12.8,0.062,19.0,171.0,0.99808,3.0,0.52,9.0,7
Koreaa 2019,0.31,0.52,1.7,0.029,5.0,61.0,0.9918,3.07,0.43,10.4,5
Steirische Klassik Sauvignon Blanc 2014,0.26,0.23,10.6,0.034,23.0,111.0,0.99274,3.46,0.28,11.5,7
Diamante Semi-Dulce Bianco 2019,0.375,0.4,3.3,0.054,29.0,147.0,0.99482,3.42,0.52,9.1,5
Oestricher Muschelkalk Riesling Trocken 2018,0.35,0.71,12.2,0.046,22.0,160.0,0.9982,2.98,0.65,9.4,5
Mineralschiefer Riesling - Trocken 2018,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6
Chardonnay 2017,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,2.99,0.4,10.8,6
Baronne Charlotte Graves Blanc 2016,0.305,0.38,1.4,0.047,30.0,95.0,0.99158,3.22,0.52,11.5,7
Greco Di Tufo Cutizzi 2019,0.34,0.1,1.4,0.049,29.0,118.0,0.9936,3.21,0.41,9.5,5
Verdejo 2018,0.62,0.12,4.7,0.06,33.0,196.0,0.99556,3.22,0.48,8.9,5
Lugana Bianco 2018,0.37,0.31,4.7,0.038,3.0,127.0,0.99186,2.9,0.72,12.1,5
Chardonnay 2016,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
Grüner Veltliner Federspiel Himmelstiege 2019,0.21,0.31,6.0,0.046,29.0,108.0,0.9939,3.26,0.5,10.8,6
Klostersatz Grüner Veltliner 2017,0.3,0.29,2.8,0.025,37.0,107.0,0.99159,3.31,0.63,11.3,7
SL Riesling Trocken 2015,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.0,0.6,11.3,6
Sauvignon Blanc 2018,0.14,0.31,1.2,0.034,53.0,138.0,0.99084,3.38,0.35,11.5,7
Pinot Grigio Söll 2018,0.31,0.42,6.4,0.057,25.0,148.0,0.9955,3.16,0.45,9.6,5
Oak Cask Chardonnay 2018,0.15,0.32,1.3,0.036,19.0,76.0,0.98964,3.18,0.41,12.3,6
Fundament Riesling Trocken 2017,0.26,0.21,2.9,0.026,48.0,126.0,0.99089,3.22,0.38,11.3,7
Mitzi Gelber Muskateller 2018,0.19,0.42,2.0,0.047,16.0,104.0,0.99517,3.09,0.66,10.0,4
Sundial Chardonnay 2018,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,5
Oropasso 2019,0.34,0.24,3.3,0.034,29.0,99.0,0.99031,3.1,0.4,12.3,7
Meio Queijo Douro Branco 2018,0.26,0.29,5.8,0.025,26.0,74.0,0.9929,3.28,0.53,11.0,6
Chardonnay 2017,0.29,0.25,2.5,0.142,8.0,111.0,0.9927,3.0,0.44,9.9,4
Forster Ungeheuer Riesling 2015,0.38,0.24,7.2,0.047,41.0,151.0,0.99604,3.11,0.6,9.2,5
The King's Favour Sauvignon Blanc 2012,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,6
Wehlener Klosterberg Pinot Blanc 2016,0.29,0.54,5.7,0.035,54.0,155.0,0.98976,3.27,0.34,12.9,8
Evenstad Reserve Chardonnay 2015,0.34,0.43,1.6,0.041,29.0,114.0,0.99014,3.23,0.44,12.6,6
Sauvignon Blanc 2019,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6
Diel de Diel Weisses Cuvée Trocken 2018,0.17,0.31,1.5,0.049,48.0,153.0,0.9942,3.12,0.58,9.4,6
Chardonnay 2019,0.15,0.4,1.3,0.036,24.0,112.0,0.9932,3.14,0.76,10.0,5
Chablis 2017,0.23,0.3,6.95,0.044,42.0,179.0,0.9946,3.25,0.56,10.6,6
Sauvignon Blanc 2018,0.12,0.49,6.4,0.042,49.0,161.0,0.9945,3.34,0.44,10.4,6
Chardonnay de Purcari 2018,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,7
Brauneberger Juffer Sonnenuhr Riesling Spätlese 2018,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,6
Riesling 2018,0.49,0.23,2.4,0.087,19.0,115.0,0.9948,2.77,0.44,9.4,6
Riesling Berg Roseneck Kabinett Trocken 2012,0.3,0.25,17.75,0.047,25.0,218.0,1.00016,2.98,0.66,9.1,5
Luberon 2019,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,9.1,5
Gavi di Gavi 2019,0.25,0.26,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,9.9,6
Chardonnay 2018,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5
Von Den Grossen Lagen 2018,0.23,0.39,1.9,0.036,41.0,98.0,0.99,3.19,0.43,11.9,7
Riesling Trocken 2018,0.31,0.37,8.4,0.031,70.0,170.0,0.9934,3.42,0.4,11.7,8
Riesling Classic 2018,0.2,0.32,5.0,0.016,31.0,101.0,0.99186,2.99,0.39,11.0,6
Signature Chenin Blanc 2019,0.22,0.35,17.5,0.039,38.0,153.0,0.9994,3.24,0.42,9.0,6
Eve Chardonnay 2017,0.31,0.26,7.3,0.05,37.0,157.0,0.99625,3.09,0.43,9.0,5
Grüner Veltliner 2019,0.32,0.35,11.7,0.029,3.0,46.0,0.99439,3.02,0.34,11.8,6
Garganega - Chardonnay delle Venezie Cuvée 2018,0.2,0.3,6.1,0.037,31.0,120.0,0.9939,3.24,0.51,10.8,5
Domaine Ciringa Fosilni Breg Sauvignon Blanc 2018,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,5
Pinot Gris Tradition 2017,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35,10.0,5
Sauvignon Blanc Bordeaux 2018,0.27,0.27,1.6,0.046,32.0,113.0,0.9924,3.41,0.51,10.5,7
Wehlener Klosterberg Pinot Blanc 2015,0.29,0.05,0.8,0.038,11.0,30.0,0.9924,3.36,0.35,9.2,5
Condrieu 2016,0.345,0.34,1.0,0.068,32.0,143.0,0.99138,3.24,0.4,10.1,5
Ευχές (Wishes) 2015,0.25,0.37,6.9,0.02,14.0,93.0,0.9939,3.0,0.48,10.7,7
Chardonnay 2018,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,6
Kiedrich Klosterberg Riesling Trocken 2018,0.32,0.29,4.9,0.036,41.0,150.0,0.99168,3.38,0.43,12.2,6
Riesling Trocken 2018,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,6
T.N. 04 Bronner 2016,0.13,0.38,1.8,0.046,14.0,114.0,0.9925,3.32,0.9,11.7,6
Alt Scheidt Riesling Feinherb 2017,0.21,0.42,5.3,0.037,36.0,123.0,0.99321,3.14,0.52,10.9,6
Corton-Charlemagne Grand Cru 2009,0.36,0.34,4.2,0.026,21.0,77.0,0.9907,3.41,0.45,11.9,6
Chardonnay 2018,0.35,0.24,2.3,0.034,25.0,133.0,0.9906,3.34,0.59,12.0,7
Légende (R) Bordeaux Blanc 2017,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,6
Sauvignon Blanc 2019,0.35,0.74,1.0,0.044,18.0,132.0,0.992,3.13,0.55,10.2,5
Halgans Riesling Trocken 2018,0.3,0.32,1.2,0.052,32.0,185.0,0.99266,3.28,0.44,10.1,5
Mandorlo White Blend 2018,0.3,0.74,1.8,0.033,33.0,156.0,0.991,3.29,0.52,12.8,6
Sémillon 2017,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5
Wehlener Sonnenuhr Riesling Kabinett 2015,0.15,0.49,0.9,0.033,17.0,51.0,0.9932,3.3,0.7,9.4,6
Bechtheimer Riesling 2013,0.28,0.29,6.8,0.051,40.0,143.0,0.99374,3.43,0.59,11.0,6
Sauvignon Blanc 2018,0.42,0.48,9.85,0.034,5.0,110.0,0.9958,2.87,0.29,10.0,5
LR 2015,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,5
Sangre de Toro Chardonnay Selection 2017,0.24,0.25,20.2,0.083,35.0,157.0,0.99976,3.17,0.5,9.1,5
Kiedrich Gräfenberg Riesling Trocken GG 2015,0.26,0.25,10.7,0.046,66.0,179.0,0.99606,3.17,0.55,9.9,6
Grüner Veltliner Federspiel 2018,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,7
Ruppertsberger Reiterpfad Riesling 2018,0.25,0.26,7.2,0.048,52.0,207.0,0.99587,3.12,0.37,9.2,5
Op Sy Moer 2018,0.32,0.25,9.5,0.03,15.0,136.0,0.99367,3.1,0.44,12.1,6
Buntsandstein Riesling 2017,0.27,0.2,7.3,0.04,42.0,145.0,0.99442,3.15,0.48,9.8,5
Curioso Bianco 2018,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6
Quintaluna 2018,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,5
Scharzhofberger Riesling Auslese 2014,0.16,0.33,1.5,0.033,16.0,98.0,0.994,3.14,0.42,9.7,6
Loureiro Dócil 2018,0.38,0.32,8.5,0.044,36.0,152.0,0.9932,3.38,0.35,12.0,7
Riesling Trocken 2018,0.47,0.65,8.3,0.083,27.0,182.0,0.9964,3.0,0.35,9.2,5
Grüner Veltliner Berg Vogelsang 2018,0.38,0.26,6.0,0.034,42.0,134.0,0.9912,3.38,0.38,12.3,7
Meursault 2017,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6
Sancerre Blanc 2018,0.34,0.46,1.0,0.023,6.0,80.0,0.98865,3.15,0.54,12.9,6
Basa Blanco 2019,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,11.0,6
Wehlener Klosterberg Pinot Blanc 2017,0.26,0.3,1.0,0.036,38.0,114.0,0.9928,3.58,0.48,9.4,5
Leiten Gewürztraminer 2018,0.41,0.3,8.8,0.045,28.0,131.0,0.9953,3.12,0.59,9.9,5
Terresinis 2018,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2,4
Chardonnay Unoaked (Select Terroir Reserva) 2017,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,8
Rüdesheimer Berg Schlossberg Ehrenfels Riesling 2016,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6
Chardonnay 2018,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6
