Name,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
Poggio d'Arna Toscana 2016,6.5,0.63,0.33,1.8,0.059,16.0,28.0,0.99531,3.36,0.64,10.1,6
Das Phantom 2017,7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,5
Pinot Noir 2015,6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.99306,3.55,0.51,12.1,5
Z Rotwein 2016,11.2,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,5
Acinatico Valpolicella Classico Superiore Ripasso 2017,7.4,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,8
Roble Cabernet Sauvignon - Merlot Somontano 2017,7.1,0.68,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53,9.5,5
Primitivo di Manduria 2018,7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,5
Vi de Vila Porrera Caranyana - Garnatxa 2015,6.3,0.68,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,6
Maestro Raro 2014,7.3,0.735,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,5
Zweigelt 2017,6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6
Merlot 2017,7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,7
Montepulciano d'Abruzzo 2017,6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,5
Les Vaucrains Nuits Saint Georges 1er Cru 2014,6.6,0.855,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6
Clos St. Antonin Côtes-du-Rhône 2017,6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,5
Ghi kai Uranos Xinomavro 2016,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5
Saint-Estèphe 2003,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5
Bush Vine GSM (Shiraz - Grenache - Mourvedre) 2013,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5
Chianti Rufina 2017,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5
Cabernet Sauvignon 2018,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5
Pomerol 2014,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5
Tenuta Greppone Mazzi Brunello di Montalcino 2014,6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,6
Valpolicella Superiore 2017,6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,6
Barbaresco 2013,7.2,0.695,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5
Margaux 2016,7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,5
Buio Buio 2014,6.2,0.51,0.14,1.9,0.056,15.0,34.0,0.99396,3.48,0.57,11.5,6
Saint-Émilion Grand Cru (Grand Cru Classé) 2016,6.4,0.36,0.53,2.2,0.23,19.0,35.0,0.9934,3.37,0.93,12.4,6
Crianza 2016,6.4,0.38,0.14,2.2,0.038,15.0,25.0,0.99514,3.44,0.65,11.1,6
Vigna Del Mandorlo Dolcetto d'Alba 2018,7.3,0.69,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,5
Petit Verdot (PV) 2014,6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,6
El Puntido Gran Reserva 2006,5.6,0.31,0.78,13.9,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,6
Haut-Médoc 2008,7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,6
Syrah 2017,8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,6
Organic Shiraz 2018,6.2,0.7,0.15,5.1,0.076,13.0,27.0,0.99622,3.54,0.6,11.9,6
La Botte Piena Valtènesi 2016,6.8,0.67,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,6
Moulis-en-Médoc 2017,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,5
Sélection Spéciale Grenache - Syrah - Mourvèdre 2017,7.4,0.35,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,6
Bosc Silvestre Tinto 2015,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,5
Clàssic 2011,6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,5
Bolgheri Superiore 2016,6.2,0.46,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,5
Haut-Médoc 2014,6.7,0.32,0.44,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,7
Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2011,7.2,0.39,0.44,2.6,0.066,22.0,48.0,0.99494,3.3,0.84,11.5,6
Pure Malbec 2019,7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,6
Roble 2016,5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,6
Russian River Valley Zinfandel 2015,7.2,0.66,0.33,2.5,0.068,34.0,102.0,0.99414,3.27,0.78,12.8,6
Grandi Annate Vino Nobile di Montepulciano 2013,6.6,0.725,0.2,7.8,0.073,29.0,79.0,0.9977,3.29,0.54,9.2,5
Colledilà Chianti Classico Gran Selezione 2016,6.3,0.55,0.15,1.8,0.077,26.0,35.0,0.99314,3.32,0.82,11.6,6
Cabanon Côtes du Roussillon Villages 2014,5.4,0.74,0.09,1.7,0.089,16.0,26.0,0.99402,3.67,0.56,11.6,6
RS Spätburgunder 2013,6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6
Bardolino 2018,6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,6
Margaux 2005,6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,5
Brunello di Montalcino 2012,5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,6
François de Tournon Saint-Joseph 2017,6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6
Suculé Barbera d'Alba 2016,5.9,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,5
Vigneto Bordini Barbaresco 2017,6.0,0.31,0.47,3.6,0.067,18.0,42.0,0.99549,3.39,0.66,11.0,6
